	docid	src	tgt	score
1459	7774D85120FAEAD6EC87B3303D54D6122E9C08D0	Les expériences sont effectuées sur un corpus de parole continue avec adaptation au locuteur et adaptation au bruit. Les résultats des expériences de l'adaptation au locuteur montrent que l'approche proposée conduit à une amélioration du taux de reconnaissance jusqu'à 34% par rapport au modèle non adapté.	When applied to speaker and noise adaptation in a continuous speech recognition task, our method led to up to 34% improvement in the recognition accuracy for speaker adaptation compared to unadapted models.	0.607421875
1460	7774D85120FAEAD6EC87B3303D54D6122E9C08D0	Les résultats des expériences de l'adaptation au bruit montrent que pour certaines configurations de test la technique proposée donne même de meilleurs résultats que le modèle dépendant de l'environnement.	For noise adaptation the technique outperformed environment dependent models for some of the tested cases.	0.78125
1461	7774D85120FAEAD6EC87B3303D54D6122E9C08D0	Nous avons également observé que l'apprentissage par la normalisation des environnements et l'adaptation sont plus performants que l'apprentissage classique et l'adaptation par régression linéaire (MLLR).	It was also observed that using environment normalization training in conjunction with transformation adaptation outperforms conventional MLLR.	0.71435546875
1462	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	L’engouement du grand public pour les applications multimédia sans fil ne cesse de croître depuis le développement d’Internet.	The concomitant developments of the Internet, which offers to its users always larger and more evolved contents (from HTML (HyperText Markup Language) files to multimedia applications), and of wireless systems and handhelds integrating them, have progressively convinced a fair share of people of the interest to always be connected.	0.377197265625
1463	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	Des contraintes d’hétérogénéité de canaux de transmission, de fiabilité, de qualité et de délai sont généralement exigées pour satisfaire les nouveaux besoins applicatifs entraînant ainsi des enjeux économiques importants.	Still, constraints of heterogeneity, reliability, quality and delay over the transmission channels are generally imposed to fulfill the requirements of these new needs and their corresponding economical goals.	0.8740234375
1464	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	À l’heure actuelle, il reste encore un certain nombre de défis pratiques et théoriques lancés par les chercheurs de la communauté des communications numériques.	This implies different theoretical and practical challenges for the digital communications community of the present time.	0.6787109375
1465	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	C’est dans ce cadre que s’inscrit le panorama présenté ici.		0.212158203125
1466	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	Cet article présente d’une part un état de l’art sur les principales techniques de codage et de décodage conjoint développées dans la littérature pour des applications multimédia de type téléchargement et diffusion de contenu sur lien mobile IP.	This paper presents a survey of the different techniques existing in the domain of HTML and video stream transmission over erroneous or lossy channels. In particular, the existing techniques on joint source and channel coding and decoding for multimedia or HTML applications are surveyed, as well as the related problems of streaming and downloading files over an IP mobile link.	0.517578125
1467	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Finally, various diversity techniques that can be considered for such links, from antenna diversity to coding diversity, are presented.	0.37841796875
1468	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		As depicted in Figure 1, a digital communication chain classically contains a source encoder, a channel encoder, a modulator, a physical channel and the converse operations [148].	0.330322265625
1469	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		The source encoder has for purpose to compress the digital signal that will be then transmitted over the physical channel of limited bandwidth.	0.268310546875
1470	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		This critical operation consists of extracting most of the redundant information present in the signal, to produce a reduced set of symbols.	0.23193359375
1471	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		These compressed symbols being extremely vulnerable to errors, which are likely to occur on the physical channel, the channel encoder is present to protect the compressed information stream and guarantee a sufficient level of quality to allow the reconstruction of the signal by the source decoder.	0.36376953125
1472	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		The modulator role is to shape the protected signal for the actual transmission over the channel.	0.274169921875
1473	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Modern multimedia applications handle heterogeneous contents: images, audio and video sequences, web pages …	0.3623046875
1474	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		These contents are characterized by a large redundancy in the data stream.	0.299072265625
1475	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		In order to be able to efficiently transmit them over a limited physical channel and to respect real-time constraints, it may be necessary to reduce this redundancy in the coded stream.	0.372314453125
1476	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Different types of redundancy can be distinguished depending on the type of the considered content: spatial, temporal or statistical redundancy [170], and two different classes of source coders can then be employed.	0.438720703125
1477	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		The first one corresponds to lossless techniques, which allow a compression without deterioration (see in the following, the case of HTML [2] compression by DEFLATE [43] over HTTP [53]), the second one to lossy techniques, which allow to reach higher compression rates at the cost of a slight degradation such as with H.263 [1] or H.264 [3].	0.41455078125
1478	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	Sont tout d’abord rappelées des notions fondamentales des communications numériques à savoir le codage de source, le codage de canal ainsi que les théorèmes de Shannon et leurs principales limitations.	More details on these source coding techniques and relative standards, as well as of channel coding principle and the corresponding Shannon theorems are presented in Section 2. However it is now well known that the hypotheses of Shannon separation theorem are rarely satisfied in practice, leading to research on joint techniques [76].	0.427978515625
1479	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		The constraints introduced by the presence of a network (IP) layer have also lead to study specific techniques of adaptation such as adaptive error correction for H.264 [21].	0.1683349609375
1480	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		To offer a good Quality of Service (QoS) respecting the real-time streaming application constraints, different techniques of source robust coding and joint source channel coding/decoding can be employed.	0.285888671875
1481	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		In particular one find multiple description coding (MDC), the description being obtained by sub-sampling [90][10], quantization [56][151][186], transforms [192][65][119] or even specific strategies such as forbidden symbol introduction [24][33][25][41].	0.33642578125
1482	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Robust joint source channel coding techniques, aim at modifying the encoder in order to introduce redundancy in the coded binary stream [49], to include in particular the addition of markers [106], unequal error protection solutions [105][78][126][21], or even a more general cross-layer approach [42][127].	0.34716796875
1483	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	Les techniques de codage décodage conjoint présentées dans cet article concernent essentiellement celles développées pour des schémas de codage de source faisant intervenir des codes à longueur variable (CLV) notamment les codes d’Huffman, arithmétiques et les codes entropiques universels de type Lempel-Ziv (LZ).	Another interesting source channel coding technique, which optimizes the source encoder according to the channel is the domain of channel optimized vector quantization (COVQ) [54][55][154]. Other solutions can be specific to given codecs, such as the work provided in [114] for the Lempel-Ziv codes. A third aspect of joint robust technique concerns the decoding side, to correct errors by exploiting residual redundancy left by the source coding operation. In particular, soft decoding techniques applied to variable length codes [128][134][200][165][108][114], or their arithmetic declination [80][66][69][71] is a field well documented, as well as the application of such decoding to specific standards [143][20][86].	0.342041015625
1484	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		In order to guarantee a given QoS, minimizing the length and frequency of the fading effect at the receiving antennas is critical.	0.282958984375
1485	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Three different diversity axes: temporal, frequential and spatial can be used to compensate the propagation of channel impairments, knowing that specific antenna diversity (polarization, angle …) can also be considered.	0.46435546875
1486	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Various strategies of combining different signals at the reception side [62] and theoretical bounds for the end-to-end distortion of MIMO channels have been established [81].	0.269287109375
1487	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA		Diversity is also to be considered in the network itself, whose structure can be either centralized or ad-hoc.	0.29833984375
1488	69C97DC7CAF411C4D0AC4A0B2901E95060F7FFFA	Faisant face au problème de la transmission de données (Hypertext Markup Language (HTML) et vidéo) sur un lien sans fil, cet article présente d’autre part un panorama de techniques de diversités plus ou moins complexes en vue d’introduire le nouveau standard WiFi IEEE802.11n qui intègre un système à multiples antennes d’émission et de réception.	Whatever the used diversity strategy, the aim is to use it for taking advantage of robust source coding techniques like MDC or SVC (scalable video coding) [50][123][167]. Naturally, the diffusion strategy, which can be roughly classified into either Content Delivery Network (CDN) [112] type, in the case where servers are deployed, Peer to Peer (P2P) solutions for decentralized systems [95] or a combination of them [139], should be also considered and adapted. The variety of techniques allowing to improve the quality of video or HTML transmissions over an IP wireless link is particularly wide. Different approaches, often additive, can be used to either better prepare the signal for the channel impairments, or improve the received signal by introduction of diversity (path, antennas …) or finally to improve the reconstruction of the degraded bitstream.	0.25390625
1489	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Cet article présente un ensemble de mesures pour la reconnaissance du locuteur.	This article presents an overview of several measures for speaker recognition.	0.87060546875
1490	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Ces mesures reposent sur des tests statistiques du second ordre, et peuvent être exprimées sous un formalisme commun.	These measures relate to second-order statistical tests, and can be expressed under a common formalism.	0.85888671875
1491	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Différentes expressions de ces mesures sont proposées et leurs propriétés mathématiques sont étudiées.	Alternative formulations of these measures are given and their mathematical properties are studied.	0.89111328125
1492	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Dans leur forme la plus simple, ces mesures ne sont pas symétriques, mais elles peuvent être symétrisées de différentes façons.	In their basic form, these measures are asymmetric, but they can be symmetrized in various ways.	0.81640625
1493	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Toutes les mesures sont testées dans le cadre de l'identification du locuteur indépendante du texte en ensemble fermé, sur 3 versions de la base de données TIMIT (630 locuteurs): TIMIT (parole de très bonne qualité), FTIMIT (version filtrée de TIMIT) et NTIMIT (qualité téléphonique).	All measures are tested in the framework of text-independent closed-set speaker identification, on 3 variants of the TIMIT database (630 speakers): TIMIT (high quality speech), FTIMIT (a restricted bandwidth version of TIMIT) and NTIMIT (telephone quality).	0.64306640625
1494	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Des performances remarquables sont obtenues sur TIMIT, mais les résultats se dégradent naturellement avec FTIMIT et NTIMIT.	Remarkable performances are obtained on TIMIT but the results naturally deteriorate with FTIMIT and NTIMIT.	0.8642578125
1495	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	La symétrisation apparaît comme un facteur d'amélioration, plus particulièrement lorsque l'on dispose de peu de parole.	Symmetrization appears to be a factor of improvement, especially when little speech material is available.	0.80126953125
1496	34F5ADCB411832AE0FAA6E944A3CA5B227F1DB42	Il est finalement suggéré, comme conclusion à ce travail, d'utiliser certaines mesures proposées comme méthodes de référence pour évaluer la complexité intrinsèque d'une base de données quelconque, sous un protocole donné.	The use of some of the proposed measures as a reference benchmark to evaluate the intrinsic complexity of a given database under a given protocol is finally suggested as a conclusion to this work.	0.88232421875
1497	F49B1808B2F4CAD02E4D3A1455F706428947485C	On étudie dans cette recherche les relations entre les niveaux de représentation de phrases et le vocabulaire.	The relationship between different levels of sentence representation and vocabulary types was investigated.	0.810546875
1498	F49B1808B2F4CAD02E4D3A1455F706428947485C	Dans une tâche de détection lexicale on a fait varier la classe du mot cible (ouverte ou fermée) ainsi que le rôle fonctionnel de différents éléments de la classe fermée (propositions lexicales, prépositions obligatoires et particules verbales).	The experiment used a word-monitoring task, which varied the target's word class (open and closed) as well as the functional role of different closed class elements (lexical prepositions, obligatory prepositions, and verb particles).	0.70068359375
1499	F49B1808B2F4CAD02E4D3A1455F706428947485C	Différents contextes (phrases reliées sémantiquement ou non) ont été utilisées pour tester l'effet sémantique et/ou l'information syntaxique sur les différents types d'items.	The presence of different context sentence (semantically related/unrelated) was used to estimate the effect of preceding semantic and/or syntactic information on the different types of items.	0.724609375
1500	F49B1808B2F4CAD02E4D3A1455F706428947485C	Les résultats combinés de sujets normaux et aggrammatiques prouvent que les différent types de vocabulaire sont traités de facon distincte et par conséquence attribués à différents niveaux de traitement.	The combined results of normal and agrammatic subjects provide evidence for a computational distinction of different vocabulary types, and consequently, their attribution to different levels of sentence processing.	0.75146484375
1501	F49B1808B2F4CAD02E4D3A1455F706428947485C	Ces résultats suggèrent également que l'information lexicale et l'information non-lexicale sont traitées à différents niveaux même si ces informations dependent du même item.	Furthermore, they suggest that lexical and non-lexical information is generally processed at different levels, even if both types of information are carried by one item.	0.83154296875
1502	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	Dans cet article, des développements récent concernant l'extraction, à partir de l'onde de parole, des indices dépendants du locuteur, l'identification et la vérification automatiques du locuteur, l'adaptation au locuteur en reconnaissance automatique de la parole et les techniques de conversion de voix sont discutés.	This paper discusses recent advances in and perspectives of research on speaker-dependent-feature extraction from speech waves, automatic speaker identification and verification, speaker adaptation in speech recognition, and voice conversion techniques.	0.716796875
1503	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	L'information concernant le locuteur se trouve à la fois dans l'enveloppe spectrale et dans les traits prosodiques de la parole.	Speaker-dependent information exists both in the spectral envelope and in the supra-segmental features of speech.	0.64697265625
1504	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	Cette information peut de plus être classée en traits temporels et traits dynamiques.	This individual information can be further classified into temporal and dynamic features.	0.83251953125
1505	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	Les méthodes de vérification/identification du locuteur peuvent être divisées en méthodes dépendantes du texte et méthodes indépendantes du texte.	Speaker identification/verification methods can be divided into text-dependent and tect-independent methods.	0.77978515625
1506	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	Bien que les techniques de vérification du locuteur dépendantes du texte aient presque atteint le niveau de développement approprié pour l'implémentation pratique, les techniques indépendantes du texte en sont toujours au stade de la recherche fondamentale.	Although text-dependent speaker verification techniques have almost reached the level suitable for practical implementation, text-independent techniques are still in the fundamental research stage.	0.84912109375
1507	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	En reconnaissance de parole, des algorithmes d'adaptation au locuteur supervisés et non supervisés ont récemment été proposés, et des progrès remarquables on été réalisés dans ce domaine.	Both supervised and unsupervised speaker adaptation algorithms for speech recognition have recently been proposed, and remarkable progress has been achieved in this field.	0.841796875
1508	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	L'amélioration de la qualité de la parole synthétique par l'ajout de caractéristiques vocales individuelles et la conversion de l'individualité vocale synthétique d'un locuteur à l'autre sont des sujets de recherche peu exploités actuellement qui devraient être étudiés dans un proche avenir.	Improving synthesized speech quality by adding natural characteristics of voice individuality, and converting synthesized voice individuality from one speaker to another, are as yet little exploited research fields to be studied in the near future.	0.8310546875
1509	4F41229D04554DABB6DF74AB9D67B06D6FA8C69E	La recherche sur l'information dépendante du locuteur constitue l'une des plus importantes directions à suivre pour réaliser des systèmes avancés de traitement de l'information dans le domaine de la parole.	Research on speaker-dependent information is one of the most important future directions for achieving advanced speech information processing systems.	0.80322265625
1510	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Nous nous plaçons dans le cadre de la segmentation bayésienne.	In this paper we address the segmentation problem in a Bayesian framework.	0.7314453125
1511	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Parmi les trois étapes (modélisation, estimation, optimisation), nous considérons la modélisation et l'optimisation.	Of the three stages (modelling, estimation, optimisation), we consider modelling and optimisation.	0.8154296875
1512	772B31A040CAB0D47D26C4491115BDAA6D921EE4	La modélisation est appréhendée sous l'angle des champs de Markov.	We consider modelling by Markov random fields.	0.496337890625
1513	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Nous montrons les limites du modèle de Potts couramment employé et proposons un nouveau modèle (le chien-modèle) permettant de contrôler la longueur des contours et des lignes dans l'image segmentée.	We demonstrate the limitations of the Potts model currently employed, and propose a new model (the chien model) which allows us to control the boundary length and lines in the segmented images.	0.806640625
1514	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Nous préservons ainsi les structures fines présentes dans les données.	We also preserve fine structures in the data.	0.81396484375
1515	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Nous comparons ensuite les critères MPM et MAP conjointement aux algorithmes qui permettent de les optimiser.	Then, we compare the MPM and MAP criteria when used with the algorithms discussed above.	0.77392578125
1516	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Les différents résultats sont obtenus sur des images synthétiques et des images SPOT.	Results are presented on synthetic images and SPOT data.	0.81201171875
1517	772B31A040CAB0D47D26C4491115BDAA6D921EE4	Le problème de la classification fait l'objet d'une seconde partie.	The classification problem is tackled in a second part.	0.86865234375
1518	39247B8506909F845484B69BDD90700FD3289F4F	Les termes de ‘racine’, ‘affixe’, puis ‘suffixe’ et ‘préfixe’ n’appartiennent pas au matériel lexical créé pendant l’Antiquité, mais comme celui de ‘scheva’ ou ‘shewa’, résultent de la découverte de la grammaire hébraïque par les grammairiens de langue latine, à la Renaissance. Ces mots nouveaux, dont on examine ici la naissance et le développement, nous semblent caractéristiques d’un nouveau type d’approche des langues.	‘Root’ and ‘affix’ as linguistic terms, and later ‘suffix’ and ‘prefix’, do not belong to the large lexical technical lore inherited from the Greco-Latin world. Like ‘scheva, shewa’, they appear during the Renaissance, when grammarians from the Latin tradition discover Hebrew grammar.	0.4228515625
1519	39247B8506909F845484B69BDD90700FD3289F4F	Pour la première fois, les grammairiens de langue latine sont confrontés à une tradition étrangère, vivante et prestigieuse.	For the first time, ‘Latin grammarians’ have to tackle with a foreign but prestigious tradition.	0.634765625
1520	39247B8506909F845484B69BDD90700FD3289F4F	La tradition grammaticale hébraïque, qu’ils découvrent, leur fournit aussi un champ de réflexion et des outils d’analyse. De cette rencontre avec une langue et avec sa tradition critique, qui offre vaste matière à comparaisons, vont sortir des termes nouveaux et une perspective renouvelée sur l’analyse morphologique des langues.	The history of these new words is here described with some detail, because they also reflect a new look at languages. The confrontation between the two grammatical traditions will result in the development of new concepts and a new, more analytical, approach to language morphology.	0.459228515625
1521	0830161B871DE855D4E64EBFB3EA66FCF84634FC	Il faut résoudre límportant problème de la relation entre le traitement de la parole et le traitement linguistique pour pouvoir utiliser la reconnaissance de la parole continue avec de grands vocabulaires dans des systèmes de traduction de la parole ou comme interface de système homme-machine.	The relationship between speech and language processing is an important problem to be solved in order to achieve continuous large-vocabulary speech recognition for a speech translation system or the human interface of a man-machine system.	0.78759765625
1522	0830161B871DE855D4E64EBFB3EA66FCF84634FC	Dans une première phase, notre système reconnaît les phonèmes à l'aide de chaînes de Markov cachées (HMM).	For the recognition of large-vocabulary continuous speech, first the phonemes are recognized by HMM (Hidden Markov Model).	0.482421875
1523	0830161B871DE855D4E64EBFB3EA66FCF84634FC	Ensuite, un analyseur grammatical LR généralisé est utilisé pour prédire les mots et phonèmes suivants.	A generalized LR parser is introduced to predict next words/phonemes.	0.67431640625
1524	0830161B871DE855D4E64EBFB3EA66FCF84634FC	La combinaison des deux méthodes (HMM-LR) permet de reconnaître une phrase japonaise.	The Japanese utterance is successfully recognized by the combined HMM-LR parser (HMM-LR).	0.49951171875
1525	0830161B871DE855D4E64EBFB3EA66FCF84634FC	L'utilisation d'informations linguistiques permet d'éliminer un grand nombre de phrases candidates.	Many phrase candidates are filtered out of the speech recognition system through the use of linguistic information.	0.7451171875
1526	0830161B871DE855D4E64EBFB3EA66FCF84634FC	Un système expérimental de traduction japonais-anglais a été implémenté.	An experimental system which translates spoken Japanese into English (SL-TRANS) has been implemented.	0.66845703125
1527	0830161B871DE855D4E64EBFB3EA66FCF84634FC	La traduction se déroule en trois phases: analyse, transfert, génération.	The translation method consists of analysis, transfer and generation processes.	0.8056640625
1528	0830161B871DE855D4E64EBFB3EA66FCF84634FC	Une nouvelle méthode incorporée dans le système analyse l'expression des intentions contenues dans les énoncés.	A new method incorporated in the system analyzes the expressions of linguistic intention meanings in utterances.	0.72021484375
1529	0830161B871DE855D4E64EBFB3EA66FCF84634FC	Nous avons appliqué cette technique à un système de dialogue orienté se rapportant à des questions et à des explications concernant une conférence internationale. Ce système bien qu'expérimental semble bien adapté à la traduction vers l'anglais de dialogues en japonais.	In applying this translation method to a goal-oriented dialogue corpus, involving inquiries and explanations regarding an international conference, the experimental system shows advantages for translating Japanese dialogues into English.	0.78759765625
1530	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	La modélisation de la sortie du conduit vocal nécessite que soient connues les relations qu'entretiennent les dimensions de la géométrie des lèvres: • - de face: l'écartement, la séparation, l'aire; • - de profil: les protrusions supérieure, inférieure, du coin; l'aperture du pavillon et sa profondeur.	Among the main lip-geometry measures such as: • - frontal: width, height, area; • - lateral: upper, lower and corner protrusions; lip horn opening and depth; some relations are of interest for acoustic, articulatory and practical modeling.	0.415283203125
1531	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	Ceci pour des raisons acoustiques, articulatoires et tout simplement pratiques (liées à l'exploitation des données).		0.293212890625
1532	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	Le corpus utilisé explore l'espace maximum de manoeuvre sur les lévres du française (5 locuteurs), avec des consonnes qui requièrent naturellement un contrôle précis de la mandibule (contextes [s] et [∫], et qui, par leur influence fermante, maximisent les mouvements propres aux lèvres.	In order to maximize the proper movements of the lips themselves, a corpus was designed to explore the maximum lip manoeuvre space for French vowels (5 speakers) using naturally close jaw conditions (consonantal [s] and [∫] contexts).	0.5302734375
1533	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	Pour les mesures de face, il est bien connu, depuis Fromkin (1964), que “l'angle [i,a,u]” des lèvres impose de calculer l'aire à partir de l'ecartement et de la séparation: Aire/(Ecartement × Séparation) = constante (dépendante quelque peu du locateur: autour de 0.75).	Since Fromkin's (1964) “[i,a,u] angle”, it has been well known, that for front views, both width and height are needed for calculation of lip area: Area/(Width × Height) = constant (somehow speaker dependent: around 0.75).	0.374755859375
1534	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	Ainsi les propositions tendant à calculer l'aire avec une seule de ces mesures ne peuvent être retenues.	Proposals to calculate are from width or height alone are thus discarded.	0.533203125
1535	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	De profil, les protrusions sont naturellement très corrélées; et il en va de même pour la profondeur du pavillon avec la protrusion du coin de la fente labiale.	Profile protrusions are naturally strongly correlated, and so is lip horn depth with corner protrusion.	0.568359375
1536	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	Nous pouvons donc choisir ce coin comme un pivot de la modélisation de profil.	So we can choose corner as the pivot in lip horn profile modeling.	0.517578125
1537	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	Mais le plus crucial pour la modélisation de tout le pavillon est sans doute la corrélation inverse que nous avons pu observer entre l'écartement et la protrusion (à condition de bien choisir la protrusion du coin).	But, for such a modeling, the most interesting relation between front and profile views is the inverse correlation between width and protrusion (on condition that corner protrusion is chosen).	0.57470703125
1538	84E832C32FE1371C2B723E0C0D4871BCE69B3D75	On peut donc calculer l'aire à partir de mesures de profil, avec la séparation (corrélée à l'ouverture du pavillon) et la protrusion du coin: Aire/[Séparation × (Ref. - protrusion du coin)] = constante (où ref. est la référence choisie pour les mesures de protrusion).	Hence prediction of area is possible through profile measurements namely with height (or opening) and corner protrusion: Area/[Height × (Ref - corner protrusion)] = constant (where Ref. is the chosen reference for protrusion measures).	0.56298828125
1539	CD5CCE103B69CA988B1CA65401CFAE5E7E58EC1E	Toute approche réaliste du langage, se doit de rendre compte du passage de la communication par prélangage de l'enfant à l'utilisation de la langue à proprement parler.	Any realistic account of language acquisition must take into account the manner in which the child passes from pre-speech communication to the use of language proper.	0.75537109375
1540	CD5CCE103B69CA988B1CA65401CFAE5E7E58EC1E	Pour cela, on peut montrer qu'il existe de nombreuses bases, préalables ou nécessaires aux traits organisationnels de la syntaxe, de la sémantique, de la pragmatique et même de la phonologie, dans les activités prélangagères des enfants.	For it can be shown that many of the major organizing features of syntax, semantics, pragmatics, and even phonology have important precursors and prerequisites in the prespeech communicative acts of infants.	0.65771484375
1541	CD5CCE103B69CA988B1CA65401CFAE5E7E58EC1E	Des illustrations de ces bases préalables sont étudiées ici dans 4 domaines différents: le mode d'interprétation, par la mère des intentions de communication de l'enfant, le développement de la combinaison des référentiels, rendant le langage conforme à l'environnement, l'évolution de stratégies permettant l'utilisation de l'activité conjointe au langage, la transformation d'une organisation de type topic-comment à la prédication.	Illustrations of such precursors are examined in four different domains: The mother's mode of interpreting the infant's communicative intent; the development of joint referential devices en route to deixis; the child's developing strategy for enlisting aid in joint activity; the transformation of topic-comment organization in prespeech to predication proper.	0.463134765625
1542	CD5CCE103B69CA988B1CA65401CFAE5E7E58EC1E	En dernier lieu on propose la conjecture suivante: la connaissance, par l'enfant des besoins de l'action et de l'interaction peut elle fournir la base à l'élaboration initiale de la grammaire.	Finally, the conjecture is explored whether the child's knowledge of the requirements of action and interaction might provide the basis for the initial development of grammar.	0.7734375
1543	A895D87D498270D887B912D91B3D28BBABE2C90A	L’adaptation dans les jeux qu ’ils soient ludiques ou sérieux est une fonctionnalité importante qui permet d’individualiser et de contextualiser l’expérience de jeu.	Adaptation in games and serious games is an important feature that allows to individualize the game experience.	0.74755859375
1544	A895D87D498270D887B912D91B3D28BBABE2C90A	Elle permet également de gérer la frustration des joueurs-apprenants tout en augmentant leurs motivations.	It can also manage the players-learners ’ frustration while increasing their motivation.	0.845703125
1545	A895D87D498270D887B912D91B3D28BBABE2C90A	Cet article présente l’état de l’art des travaux traitant de l’adaptation dans les jeux ludiques et sérieux.	This article presents the state of the art of works dealing with adaptation in games and serious games.	0.76611328125
1546	A895D87D498270D887B912D91B3D28BBABE2C90A	Ces travaux sont ensuite analysés suivant un cadre d’évaluation qui détermine le périmètre, les paramètres, le modèle de l’adaptation ainsi que le type de jeu : mono ou multijoueur.	These works are then described according to an evaluation framework that determines the scope, parameters, model of adaptation and whenever the game is single or multiplayer.	0.75732421875
1547	A895D87D498270D887B912D91B3D28BBABE2C90A	L’analyse de l’état de l’art montre que la réalisation de jeux sérieux multijoueurs adaptables soulève des problèmes importants à tous les niveaux allant de la conception jusqu ’à la gestion des vues et interactions avec les joueurs-apprenants.	The analysis of the state of the art shows that building adaptive multiplayer serious games raises many challenges such as managing multiple views without breaking the game design logics.	0.64404296875
1548	A895D87D498270D887B912D91B3D28BBABE2C90A	Ceci nous conduit à identifier le développement de jeux sérieux multijoueurs adaptables comme un défi majeur à aborder par la communauté à moyen terme.	This leads us to consider development of adaptive multiplayer serious games as an important challenge to be addressed.	0.7744140625
1549	8C0CBFA69488105290D654733FFACCA5137DD1BE	Dans de nombreuses applications, où les données X E A3 à analyser représentent des objets auxquels sont affectés aléatoirement des labels binaires Y E {-1, +1}, l’enjeu de l’apprentissage statistique ne se borne pas à déterminer comment affecter le label le plus probable à un objet donné mais consiste à ranger l’ensemble des objets x E A dans le même ordre que celui induit par la probabilité a posteriori y (x) = P {Y = +1 | X = x}, les règles d’ordonnancement étant évaluées à l’aune de la courbe COR. Contrairement à la plupart des approches utilisées en pratique, reposant sur une estimation préalable de la fonction y (x), les résultats récents décrits dans cet article permettent d’étendre la notion d’arbre de décision au problème de l’ordonnancement statistique et d’ajuster/combiner des règles de ce type de façon à optimiser la courbe COR directement.	In a wide variety of applications, where the data X E A that must be processed characterize instances to which binary labels Y E {-1, +1} are randomly assigned, the goal of statistical learning does not reduce to find the likeliest label for a given instance but consists in ranking all the instances x E A in the same order as the one induced by the probability a posteriori y (x) = P {Y = +1 | X = x},, ranking rules being evaluated through ROC analysis. In contrast to the majority of procedures used in practice, based on a preliminary estimation of the function y (x), the results described in this article propose an extension of the concept of decision tree to the ranking problem in order to optimize the ROC curve directly.	0.59912109375
1550	A2A1CF50BE3A8E64190E1C4404DD0C55E3F6E104	Ce texte présente deux systèmes performants d'identification et de vérification du locuteur fondés sur la modélisation par mélange de gaussiennes, une caractérisation statistique robuste de l'identité d'un locuteur.	This paper presents high performance speaker identification and verification systems based on Gaussian mixture speaker models: robust, statistically based representations of speaker identity.	0.7490234375
